1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,Family
5,17,38,0,48,80748.58330000035,6.31768798828125,112.77735097765412,52,5,53,42,27,42,17,41,55,59,14,38,32,22,34,48,40,54,11,30,1,1,1,1,6,2,2,4,3,3,4,1,0,4,4,0,2,2,5,3,2,0,3,1,0,0,1,1,3,0,2,1,4,2,0,3,2,1,3,4,1,2,3,2,0,5,0,1,3,2,0,0,2,1,1,6,2,4,3,1,0,1,0,6,1,5,4,1,1,1,3,2,3,1,2,0,2,0,0,3,1,0,0,2,7,1,1,2,6,1,0,1,1,1,1,2,1,9,0,5,2,1,3,1,1,1,2,3,2,4,1,1,2,3,1,0,0,4,0,0,0,1,3,6,6,0,3,6,4,3,2,1,2,3,1,1,2,1,1,4,4,2,2,6,4,0,1,1,1,4,2,2,2,2,3,4,1,2,1,0,0,0,6,2,1,0,0,3,0,1,5,0,1,1,0,0,0,0,0,0,2,0,5,2,0,3,0,1,1,1,1,3,0,0,2,2,5,2,0,1,2,2,3,0,3,0,2,0,0,5,2,1,0,2,3,0,0,0,0,0,1,3,1,2,1,3,6,0,1,0,2,0,0,1,5,1,3,0,0,1,1,1,2,1,1,0,4,2,1,0,3,3,3,2,0,1,0,1,3,4,3,3,1,2,3,1,1,2,4,2,4,1,2,7,1,0,2,1,1,3,0,0,3,1,2,0,1,1,2,3,1,4,2,0,1,0,1,3,4,1,2,1,1,0,1,1,0,0,8,3,0,2,1,1,1,2,4,2,3,2,0,4,3,1,1,1,0,0,0,2,0,2,0,4,3,1,0,1,2,2,0,4,4,1,1,1,4,2,0,0,1,2,3,2,3,0,3,0,0,0,1,0,4,1,7,5,0,6,0,5,4,2,0,2,3,1,4,1,2,2,0,2,1,1,0,1,5,3,1,2,5,1,0,3,0,2,2,0,1,2,5,214,168,155,68,106,44,21,13,1,44,1,1,17,31,18,9,37,0,26,16,2,2,28,35,0,25,12,16,0,24,2,9,45,5,24,63,0,1,50,22,49,Ligase
19,13,39,0,89,120232.52600000084,6.13604736328125,112.36684672897275,71,19,66,113,33,52,13,55,119,73,18,39,71,46,52,89,54,56,6,25,1,4,0,0,5,1,2,1,0,2,0,1,0,9,5,0,3,5,4,9,1,1,12,0,0,1,1,1,1,3,2,0,0,2,2,5,2,0,6,5,4,1,0,10,0,4,0,1,2,7,0,2,5,4,0,11,2,6,5,14,0,1,2,4,14,4,0,3,2,4,6,4,1,7,2,0,1,1,2,2,0,1,0,10,4,0,7,2,7,4,2,3,1,4,0,1,1,3,2,4,6,2,4,0,3,6,1,8,2,18,0,1,3,2,6,4,1,5,2,0,1,3,3,8,2,2,3,0,3,3,0,0,5,3,10,8,0,2,2,4,0,12,5,3,11,1,0,2,1,4,1,0,0,2,4,3,0,1,0,2,1,0,0,0,3,0,3,3,0,2,9,2,2,1,1,0,2,1,1,3,1,2,6,3,0,0,0,2,0,0,1,5,1,0,0,2,3,4,0,1,1,7,4,2,1,0,0,1,3,3,10,0,2,10,3,0,2,0,1,0,1,14,2,0,3,3,7,4,0,6,5,3,0,1,3,2,4,1,3,3,1,1,3,1,0,0,4,1,0,0,2,3,1,5,2,0,1,1,4,5,2,1,1,4,7,1,2,1,3,3,4,0,1,1,3,1,3,7,15,8,1,3,5,0,2,0,2,2,1,4,0,3,6,4,1,1,1,1,11,0,3,1,0,0,1,1,0,1,6,1,0,9,1,0,1,4,7,2,5,0,4,5,3,3,0,2,0,0,1,0,2,1,0,6,2,1,1,2,1,1,0,2,1,1,2,2,8,2,2,0,3,4,3,4,6,0,2,5,1,1,2,1,3,3,12,6,2,9,1,1,3,4,0,1,0,2,1,2,6,6,2,13,4,3,1,1,1,8,0,2,5,5,2,3,3,1,6,0,0,1,19,337,202,264,64,184,79,46,18,5,46,2,1,31,30,22,5,52,3,61,36,5,7,39,47,6,51,11,18,1,14,5,11,97,6,13,65,0,3,65,35,78,Ligase
17,19,32,0,67,105225.94910000074,7.80682373046875,107.92405035897512,89,17,48,58,30,84,19,64,55,105,17,32,51,46,53,67,49,73,7,11,0,3,0,0,6,3,0,2,1,10,0,0,1,3,7,0,0,0,6,5,0,2,2,2,1,0,1,2,4,1,2,0,0,4,2,3,1,1,1,6,9,0,1,2,0,1,1,3,2,7,1,1,3,2,1,5,1,2,11,3,0,1,2,7,7,10,3,5,0,3,9,6,2,4,8,0,0,1,3,0,1,0,0,1,8,1,5,2,4,8,1,0,4,5,0,0,0,11,3,13,2,2,4,0,3,6,5,3,0,5,0,2,4,3,0,5,2,1,1,0,0,1,6,4,3,3,1,3,2,3,3,0,7,2,2,1,0,5,1,3,4,2,7,8,2,0,0,2,1,6,1,2,1,0,8,3,1,0,0,0,2,0,7,3,2,0,2,2,1,1,7,6,0,2,2,1,1,0,0,12,1,5,7,4,0,0,2,1,1,0,1,4,0,0,0,3,3,2,0,1,1,6,1,1,0,1,3,1,1,1,7,3,0,6,6,1,2,0,1,1,4,4,1,1,4,0,5,2,0,3,6,3,2,1,2,7,4,1,4,1,1,0,6,0,0,0,3,2,0,1,6,1,2,4,4,2,0,0,5,6,0,0,0,2,1,1,2,3,3,5,0,2,1,5,1,2,2,0,7,7,0,1,7,0,1,0,4,3,3,5,2,3,2,2,0,0,0,3,3,0,3,0,1,1,0,1,0,1,5,2,0,4,1,5,1,2,8,3,0,7,3,2,4,2,2,2,0,1,1,4,2,3,0,8,0,1,4,0,0,4,0,0,4,0,2,0,2,4,1,0,2,6,1,2,4,3,8,2,1,0,2,0,9,2,2,0,1,7,1,2,4,2,0,0,3,1,8,1,1,3,2,5,3,3,0,2,9,3,0,0,7,7,0,2,1,2,4,0,3,2,17,340,259,184,48,127,84,23,11,2,52,0,3,35,48,16,5,45,2,47,12,6,7,37,60,4,26,11,12,3,17,3,9,58,2,7,89,1,2,99,23,63,Ligase
3,8,10,0,23,34705.50470000002,9.16790771484375,104.85046737160127,35,3,11,17,13,36,8,29,22,24,7,10,20,13,12,23,27,18,0,3,1,1,0,0,2,0,1,1,0,6,0,0,0,3,3,0,0,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,2,1,2,2,0,0,0,2,0,0,0,0,2,3,1,0,0,2,0,1,3,1,2,3,0,0,1,1,0,1,0,4,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,4,0,3,1,2,1,0,1,2,2,0,0,0,2,1,1,2,0,2,0,2,5,0,0,0,4,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,4,0,1,0,0,2,2,0,1,0,1,3,3,1,1,0,1,0,1,0,1,1,0,0,3,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,4,4,0,0,1,0,0,1,0,1,1,1,2,1,0,0,2,1,0,0,2,2,0,0,0,2,1,1,0,0,0,2,0,0,0,0,1,0,0,0,1,3,1,1,2,0,0,0,0,1,0,0,0,0,2,3,2,1,0,0,2,1,0,1,1,2,2,0,4,0,0,0,0,0,1,0,0,1,0,0,6,0,1,3,0,1,0,0,1,2,1,0,0,0,1,0,1,2,1,1,1,4,0,0,0,0,2,0,0,2,0,0,6,1,1,0,1,1,8,2,0,0,1,1,0,0,0,1,2,0,4,1,1,1,0,0,0,0,0,1,0,0,1,1,0,2,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,2,0,0,0,1,2,0,0,0,0,0,1,0,4,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,2,1,0,2,1,0,1,1,1,1,1,0,0,1,6,0,0,1,2,0,3,0,1,1,0,3,1,3,141,78,51,16,42,42,4,4,0,10,0,2,11,17,5,2,19,1,20,5,1,1,11,8,0,7,6,5,0,5,1,2,27,0,3,30,0,0,29,3,25,Ligase
9,7,25,0,22,47286.80300000006,6.42633056640625,109.20739722863755,46,9,30,26,21,31,7,32,27,36,9,25,18,11,27,22,14,36,0,6,1,1,0,1,1,1,3,1,0,3,0,0,0,4,3,0,0,3,1,3,1,0,2,1,0,0,0,2,1,1,1,0,3,1,2,0,2,0,5,1,4,1,0,2,0,0,0,0,2,1,1,2,0,0,0,0,2,2,3,2,2,0,1,0,5,1,1,1,0,2,5,1,2,3,2,0,0,1,0,0,0,0,0,0,2,0,7,3,6,4,0,0,0,2,0,0,1,2,0,4,3,0,1,0,2,7,1,1,1,2,4,2,0,4,1,0,0,0,0,0,0,0,0,4,4,0,1,3,2,2,2,0,5,3,2,0,1,2,2,2,3,2,2,3,0,1,1,1,1,2,0,0,1,0,1,1,0,0,0,1,1,0,2,3,0,0,1,1,0,1,1,6,0,2,0,0,0,0,0,1,0,1,3,4,0,0,0,0,0,0,2,1,0,0,0,1,4,1,0,1,0,1,3,1,1,0,0,0,1,0,2,2,1,0,4,1,0,0,0,1,3,4,2,0,2,0,1,0,0,1,2,1,0,1,2,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,4,2,1,1,1,0,0,0,5,2,3,0,0,1,0,0,1,1,1,0,2,1,0,1,2,2,3,1,1,2,0,1,2,1,2,1,2,3,1,1,0,2,2,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,4,5,0,0,0,2,0,1,1,2,0,2,0,2,1,0,2,0,0,0,0,1,0,0,0,2,0,1,0,0,2,1,0,0,1,0,0,0,3,5,0,1,1,0,0,2,0,1,3,0,0,0,0,0,0,2,1,0,1,1,0,0,0,1,0,1,2,1,0,2,1,2,1,2,1,1,0,0,3,1,0,0,1,2,0,0,0,1,2,1,3,0,9,131,113,92,27,61,33,11,6,4,25,0,2,17,25,6,2,19,2,24,10,2,2,17,28,4,15,9,8,0,9,1,3,31,1,7,29,0,1,29,6,28,Ligase
0,5,8,0,21,63653.96110000007,7.64105224609375,113.26327597864781,44,0,28,64,24,43,5,34,58,56,13,8,22,17,35,21,21,46,3,20,0,0,0,0,2,1,0,4,1,0,1,0,0,3,3,0,0,2,1,0,1,0,3,1,0,0,1,1,0,0,0,0,4,1,0,3,0,0,7,2,3,1,1,0,0,2,0,0,4,7,0,2,3,0,0,8,0,0,6,2,0,0,0,4,2,5,2,1,0,3,2,4,2,5,3,0,2,0,2,2,0,0,2,1,0,0,7,1,6,0,0,2,6,4,0,0,1,6,0,4,1,1,5,0,1,6,0,1,0,7,1,2,1,2,2,2,0,1,1,0,0,0,0,6,2,0,2,2,1,7,0,0,4,1,2,0,0,1,1,1,0,0,0,4,1,1,1,2,0,4,0,0,4,1,3,1,0,0,0,0,0,1,0,1,2,0,0,3,0,0,8,2,0,2,1,0,0,0,0,3,0,2,8,1,0,1,0,0,0,0,1,2,0,0,1,0,2,3,0,0,0,3,1,0,0,0,1,0,0,2,2,1,3,2,4,0,0,0,0,0,4,2,2,0,3,3,0,0,0,3,0,2,0,1,6,2,2,1,1,1,1,0,3,1,0,0,2,2,0,0,3,2,2,3,0,0,1,2,5,2,1,0,0,0,1,0,3,1,3,2,0,0,1,3,0,0,2,3,5,0,0,0,3,1,0,0,1,0,0,4,1,1,2,1,1,0,0,1,4,0,1,1,0,0,1,1,0,0,1,1,1,2,1,0,0,2,0,3,2,0,1,2,1,0,0,1,0,0,0,0,0,1,0,7,2,2,1,0,1,0,0,2,4,1,1,0,7,3,1,2,2,1,6,2,10,0,3,2,0,0,1,0,1,1,7,0,1,1,1,0,3,6,1,0,1,0,3,0,0,2,3,1,2,1,0,0,1,1,0,1,2,4,0,2,1,3,10,0,0,0,0,151,149,117,47,98,26,10,12,0,32,0,0,26,30,14,7,29,0,28,17,0,0,27,32,0,21,9,16,0,10,0,13,37,2,9,38,0,0,45,17,41,Ligase
8,8,41,0,43,70630.83390000019,7.52593994140625,111.93476053882756,33,8,34,31,36,50,8,38,39,66,10,41,29,21,27,43,38,44,6,29,0,0,1,0,2,0,2,1,3,3,4,0,0,2,3,1,1,1,2,2,1,0,5,0,0,0,2,2,2,1,0,1,4,3,1,1,2,0,5,3,5,0,2,4,1,1,0,0,3,4,0,2,3,2,0,6,2,0,3,1,0,1,0,10,2,2,1,0,0,4,3,1,4,4,1,0,3,2,2,3,1,0,1,2,3,0,1,0,5,2,1,2,1,1,1,0,1,4,5,6,0,0,1,0,2,0,0,4,0,2,0,1,4,1,0,2,1,3,1,0,0,4,0,3,6,0,2,4,2,2,2,0,1,0,4,0,2,3,2,3,1,4,3,2,0,2,0,1,1,1,3,0,2,1,4,3,1,0,0,0,3,1,2,4,4,1,0,4,0,1,2,6,0,1,1,0,1,1,0,3,1,4,2,4,0,0,0,0,0,1,2,6,0,1,0,2,4,2,0,0,0,6,3,0,0,0,2,0,1,4,3,3,0,1,8,0,1,0,0,0,1,4,1,1,1,2,2,2,1,1,3,3,0,1,1,2,1,0,4,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,3,3,3,0,4,0,4,1,0,3,0,2,2,1,1,0,1,2,2,6,2,7,2,1,0,0,0,2,0,3,2,2,2,1,0,6,0,0,0,2,2,1,0,3,0,0,2,1,1,0,0,1,6,1,1,1,3,0,2,1,3,3,2,0,3,3,0,4,3,2,0,2,2,0,1,0,4,1,0,0,1,0,2,0,1,3,1,4,0,1,2,0,1,1,0,0,0,2,2,0,0,0,0,0,1,3,8,1,5,0,1,0,2,2,0,0,1,1,2,3,3,4,3,1,1,0,2,1,0,4,6,0,1,1,1,0,6,1,0,0,0,2,2,8,193,158,127,71,74,47,13,18,0,32,1,0,22,39,24,5,19,2,21,10,1,3,21,28,3,21,12,18,0,23,5,8,37,6,21,40,0,1,42,14,37,Ligase
7,5,5,0,13,30265.648399999976,5.78631591796875,102.59541830508466,30,7,12,18,10,42,5,27,22,17,6,5,16,8,4,13,23,25,1,4,1,1,0,0,2,0,1,0,0,4,0,1,0,3,2,0,0,2,2,1,1,1,5,0,0,0,0,0,1,0,0,0,3,2,0,1,0,1,3,2,1,0,0,1,0,0,0,1,3,2,0,2,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,0,2,2,0,1,0,0,0,0,1,2,1,2,1,0,0,0,0,7,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,3,0,2,0,0,0,2,1,1,0,1,2,2,0,0,2,2,0,0,0,1,1,2,0,1,1,1,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,6,0,0,0,0,1,2,0,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,3,0,0,0,1,0,1,0,0,2,0,0,0,0,2,1,2,1,0,0,0,1,0,0,0,0,0,3,3,0,1,0,1,0,0,0,1,1,1,0,1,7,0,0,0,0,0,1,0,1,0,0,0,3,0,1,1,0,1,0,0,1,2,0,0,1,0,1,0,0,1,1,0,0,0,0,3,0,1,1,0,1,2,0,0,6,2,2,0,2,1,5,1,0,1,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,2,1,2,0,2,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,5,1,0,0,1,1,2,0,1,0,0,1,0,2,3,0,0,0,1,0,0,1,0,5,0,0,1,0,1,0,1,1,0,0,2,0,1,1,0,0,0,1,0,3,0,1,0,0,1,1,0,1,0,0,5,0,1,2,2,0,2,0,0,2,0,2,1,7,124,75,43,15,31,37,4,4,2,7,1,2,12,16,10,1,11,2,13,2,2,1,11,8,2,6,3,4,0,5,1,1,22,0,1,29,0,1,33,2,18,Ligase
7,11,20,0,26,43211.77770000003,6.28253173828125,114.62010000000008,22,7,15,30,18,20,11,23,22,41,4,20,21,18,19,26,14,23,5,18,0,1,1,0,0,0,1,2,0,1,2,0,0,0,3,0,0,1,1,4,0,1,1,1,0,0,0,0,0,2,1,0,3,0,1,0,2,1,1,2,2,0,0,2,0,2,0,0,0,2,0,1,2,1,0,3,0,0,4,0,0,1,0,5,0,0,0,2,2,3,1,2,2,0,0,0,2,3,1,2,1,0,0,3,1,1,3,0,4,2,1,0,1,1,0,2,0,1,1,3,1,0,1,0,2,1,0,0,1,2,0,1,1,2,3,3,0,2,2,0,0,1,0,1,4,0,1,1,2,4,0,0,2,0,1,2,0,1,0,1,2,0,2,0,3,0,0,1,0,3,2,0,1,0,0,2,0,0,0,1,0,0,1,1,2,0,0,1,0,2,2,0,0,0,0,0,0,0,1,4,0,1,1,1,0,0,0,1,0,0,2,0,1,0,0,1,1,1,1,0,1,4,2,0,0,1,2,1,0,2,1,2,1,1,1,0,0,1,0,0,2,3,1,1,2,1,1,0,0,0,5,1,0,1,2,0,0,0,2,0,1,1,3,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,2,2,0,2,0,2,0,0,2,1,1,2,1,1,2,0,1,0,1,4,0,1,1,0,0,3,2,0,2,4,0,3,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,3,1,1,1,1,1,0,1,0,0,0,2,0,1,0,1,1,1,0,2,0,1,0,0,1,2,2,2,3,2,0,0,0,1,2,1,4,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,2,1,1,0,3,2,1,1,0,2,3,0,1,1,2,1,1,2,0,3,0,2,1,7,103,91,83,41,52,26,12,10,1,20,0,1,14,20,11,5,11,2,12,7,2,3,12,19,2,13,11,12,0,10,2,5,25,4,10,17,0,1,19,12,24,Ligase
7,9,18,0,30,43135.65360000004,6.04144287109375,114.41817931034494,22,7,15,31,17,20,9,20,21,42,5,18,20,18,20,30,13,25,5,19,0,1,1,0,0,0,1,2,1,1,2,0,0,0,3,0,0,2,2,3,0,1,3,1,0,0,0,0,0,2,1,0,2,0,1,0,2,0,1,2,2,0,0,2,1,2,0,1,0,3,0,1,2,1,0,3,0,0,4,0,0,1,0,5,0,0,0,2,2,3,1,3,2,0,0,0,2,2,1,2,1,0,0,4,1,0,2,0,4,2,0,0,1,1,0,2,0,1,1,3,1,0,1,0,2,1,0,1,1,3,0,1,1,2,3,1,0,2,2,0,0,1,0,1,4,0,1,1,2,4,0,0,2,0,1,1,0,1,0,2,2,0,3,0,3,1,0,1,0,3,2,0,1,0,0,2,0,0,0,1,0,0,1,1,2,0,0,1,0,1,2,0,0,0,0,0,0,0,1,4,0,1,1,1,0,0,0,1,0,0,2,0,1,0,0,1,1,1,1,0,1,4,2,0,0,1,2,1,0,2,1,1,1,1,1,0,1,1,0,0,2,3,1,1,2,1,1,0,0,0,5,1,0,1,1,1,0,0,2,0,1,1,3,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,2,2,0,2,0,2,0,0,2,1,1,3,1,0,2,0,1,0,1,4,0,1,0,0,0,2,2,0,1,4,0,3,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,2,3,1,1,1,0,1,0,1,0,0,0,2,0,1,0,1,1,1,0,2,0,1,0,0,1,2,2,2,1,2,0,0,0,1,2,2,4,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,3,0,0,0,0,0,1,1,1,0,2,2,2,1,0,2,3,0,1,1,2,2,1,2,1,3,0,2,1,7,105,92,82,41,50,25,10,11,1,18,0,0,14,20,12,4,12,2,11,7,2,4,12,20,2,14,10,12,0,9,2,4,24,5,10,17,0,1,23,12,26,Ligase
9,18,19,0,31,64700.321400000204,8.73553466796875,109.29108344594628,62,9,29,36,19,59,18,19,26,63,13,19,22,22,45,31,26,53,11,10,0,1,2,0,11,0,1,1,1,2,2,2,1,5,3,0,0,2,3,1,0,0,1,1,0,0,1,0,0,0,2,0,1,9,1,0,0,0,1,1,7,0,0,2,1,2,0,0,4,9,0,1,1,2,0,3,1,2,4,2,0,0,2,7,4,2,3,5,1,1,5,2,4,2,1,0,1,1,0,2,0,0,0,1,4,0,9,5,2,0,1,0,4,2,0,0,0,6,0,8,1,0,2,1,1,1,3,1,1,1,0,0,1,0,0,0,0,0,0,0,2,0,2,4,3,0,1,1,6,5,1,0,4,0,2,1,0,1,1,4,0,4,4,3,1,1,0,2,1,3,1,1,0,0,1,2,1,0,1,1,0,2,5,3,2,0,2,2,1,2,4,5,0,1,2,1,0,0,1,5,0,4,7,3,0,0,2,0,2,0,2,2,0,0,0,1,3,4,0,0,1,4,2,2,2,0,3,0,0,0,2,0,0,0,4,0,0,0,2,1,2,2,0,1,2,0,1,1,0,1,2,6,0,2,3,1,2,0,1,2,1,0,0,0,1,0,0,1,1,2,6,0,1,2,1,1,0,1,1,2,1,0,0,2,1,1,0,3,0,3,0,0,2,2,2,1,1,0,2,2,2,0,1,1,3,0,1,2,4,3,0,2,1,2,0,0,2,1,0,0,3,1,1,2,0,1,0,1,2,2,3,0,1,1,0,0,1,2,1,2,1,3,0,3,1,1,1,1,3,1,0,0,0,5,2,0,2,0,1,5,0,0,8,1,1,1,1,0,0,0,0,0,0,1,4,1,2,3,0,0,2,1,4,1,1,0,0,0,0,0,0,2,2,0,2,0,5,0,1,2,2,3,1,2,0,1,2,4,0,0,5,2,1,1,0,3,5,1,2,1,9,200,148,106,40,89,45,18,10,0,24,0,2,20,29,13,6,27,1,30,13,3,4,21,23,3,12,6,8,0,13,5,10,42,3,8,53,0,0,53,17,40,Ligase
2,10,13,0,14,54361.15300000013,5.59185791015625,112.08485154639202,57,2,28,32,17,38,10,25,15,58,9,13,27,30,35,14,28,19,12,16,0,2,0,0,3,1,1,1,3,4,1,0,1,0,7,1,0,1,1,1,1,1,1,0,1,2,1,0,2,0,0,0,3,2,0,1,0,0,0,4,0,0,1,1,0,3,0,0,1,5,0,2,5,2,1,4,1,2,2,1,0,0,0,5,4,1,4,1,0,3,4,3,2,6,4,1,0,1,1,1,1,0,3,1,0,1,3,0,2,1,0,1,0,3,0,0,0,6,1,9,3,0,3,0,1,5,1,1,1,4,0,1,1,1,2,2,0,2,1,0,0,0,5,3,1,1,1,0,2,3,2,0,4,0,1,2,1,2,1,1,0,0,1,0,0,2,0,0,0,1,2,0,0,0,1,2,0,0,2,0,0,1,3,5,1,0,3,2,1,0,1,2,0,2,0,0,0,0,0,3,0,0,1,4,1,0,0,0,0,2,2,2,0,0,1,4,3,3,0,0,1,0,4,0,3,0,2,0,1,1,2,2,0,6,2,0,0,0,0,0,2,0,0,2,3,0,1,2,1,0,0,2,0,2,0,0,1,0,1,0,4,1,3,0,0,0,1,1,0,0,9,3,0,0,0,0,1,0,3,6,0,1,0,0,2,2,4,2,3,4,0,0,2,2,1,0,0,3,0,3,1,0,3,0,4,0,0,3,1,0,1,1,1,2,3,0,0,2,0,0,2,0,0,0,0,0,1,0,1,1,0,0,1,1,1,2,2,0,2,2,3,1,0,1,1,1,0,4,0,1,0,0,0,1,1,0,1,0,0,2,0,2,1,1,0,1,0,2,0,1,1,1,0,0,3,0,3,0,0,0,3,0,1,0,1,0,0,1,0,1,1,3,0,4,1,0,0,0,0,1,2,0,0,1,0,0,2,1,0,1,1,2,0,5,1,2,3,0,3,0,2,164,111,103,45,60,42,10,18,0,22,2,0,14,19,16,3,23,0,17,6,0,0,15,23,0,18,9,11,1,8,1,5,31,3,11,38,0,0,41,17,32,Ligase
11,18,22,0,32,64166.436900000175,7.28326416015625,108.38925152027056,64,11,25,43,17,62,18,19,26,64,11,22,25,19,42,32,26,47,11,8,0,3,1,0,10,0,1,0,1,3,2,2,1,4,4,0,0,2,2,1,0,0,2,1,0,0,1,0,0,0,2,0,2,9,1,0,0,0,1,1,7,0,0,2,1,1,0,0,4,11,0,2,1,2,0,6,1,1,3,2,0,0,2,6,3,2,2,4,1,1,5,2,4,3,2,0,1,2,0,2,0,0,0,2,4,0,10,5,1,0,1,0,3,2,0,0,0,7,0,10,1,0,2,1,1,2,4,1,1,2,0,0,1,0,0,0,0,0,0,0,2,1,1,4,3,0,3,1,5,4,1,0,4,0,2,1,0,1,1,4,0,6,4,3,3,0,0,2,0,3,1,1,0,0,1,2,0,0,1,1,0,2,5,4,2,0,2,2,1,2,4,6,0,0,2,1,0,0,1,4,1,4,5,4,0,0,2,0,3,0,2,1,0,0,0,0,0,2,0,0,1,4,2,3,1,0,3,0,0,0,2,0,0,0,4,0,0,0,2,1,1,2,0,1,2,0,2,1,0,0,2,6,0,1,2,1,2,0,1,2,1,0,0,0,1,0,1,0,1,2,5,0,1,3,2,1,0,0,1,2,1,0,0,3,0,1,0,1,0,3,0,1,3,2,1,1,1,0,2,2,2,1,1,1,3,0,1,3,4,2,0,2,1,2,0,0,2,1,0,0,3,1,2,2,0,1,0,1,1,2,3,0,1,1,0,0,2,1,1,1,1,3,0,3,1,1,1,1,3,1,0,0,0,4,2,0,2,0,0,6,0,0,6,1,0,1,1,0,0,0,0,0,0,1,6,2,2,1,0,0,2,0,2,1,1,1,0,0,0,0,0,2,2,0,2,0,5,0,1,3,2,4,1,2,0,1,3,4,0,0,5,2,1,1,0,5,7,1,1,0,11,209,141,109,36,86,47,17,8,1,21,0,2,16,29,14,5,31,1,28,12,4,5,23,22,4,16,3,7,0,13,5,10,45,3,6,53,0,0,52,17,45,Ligase
